iClassmate Educational Technologies Co., Ltd.;11488
Iconic Corporation;12113
ICP Entwicklungs GmbH;11106
ICP Systems b.v.;10427
Icron Technologies Corporation;2205
ID Tech;2765
Idea Electronics Inc;12178
iDea USA Products Inc.;10501
IDEACOM TECHNOLOGY INC.;7350
IDEAL Industries Inc.;2908
Idealens Technology (Chengdu) Co., Ltd.11844
Identification International, Inc.;8363
Identiv, Inc.;1254
IDEXX LABS;2693
IDS GmbH;11439
iDTRONIC GmbH;10413
IEI Integration Corp.;10547
IER;5916
IF Link Electronics Co Limited;11695
ifm electronic gmbh;9776
IHSE GmbH;12181
iKey, Ltd.;9990
iKingdom Corp. (d.b.a. iConnectivity);8993
ILI TECHNOLOGY CORP.;8746
illunis LLC;10956
iluminage, Inc.;10240
IMAC Co., Ltd.;10867
Image Match Design Inc.;11073
Imagination Broadway Ltd;5345
Imaging Solutions Group of NY, Inc.;10616
Imation Corp.;1816
IMBEL ‐ Industria de Material Belico do Brasil;10684
IME SPA;12053
IMI Hydronic Engineering International SA7931
Immedia Semiconductor Inc.;9628
Immersive Media;11478
IMOGEN STUDIO;7932
Imperx, Inc;11698
Impinj, Inc.;7925
IMPRINC Co., Ltd.;12434
IMTRADEX Hoer‐/Sprechsysteme GmbH;8886
IMV Corporation;12157
IN‐VISION Digital Imaging Optics GmbH;11680
Blues Wireless Inc.;12452
Incasolution Co., Ltd.;9223
Indie Semiconductor;11393
Industrial Indexing Systems;9803
Industrial Scientific Oldham SAS;9233
Industrial Technology Research Institute 6632
Indutherm Erwaermungsanlagen GmbH;10227
Ineda Systems Inc.;10544
Infineon Technologies;1419
Infinitegra, Inc.;9608
Infocrypt;12208
Infrared Cameras Inc.;10921
InHand Electronics, Inc.;10174
Inhon Computer Co., Ltd.;9996
INIM Electronics s.r.l.;10389
Initio (HK) Corporation Limited;5117
inMusic Brands, Inc.;12245
Innixim;12028
Inno Audio & Video (HK) Limited;9779
INNO INSTRUMENT., INC.;12214
Innodezign MauRitius Limited;11396
Innoflight Tech., Ltd.;10868
Innostor Co., Ltd.;8053
InnoSys Inc.;7838
Innovation Spring Tech, Inc.;10993
Innovative Developments LLC;10618
SiFive;9841
InnoVISION Multimedia Limited;3782
inoage GmbH;10399
Inogeni Inc.;10647
Inora Technologies, Inc.;11107
InoTec GmbH Organisationssysteme;11212
Inovonics Corp;11761
INPHI CORPORATION;7502
Input Club;12431
Inspire Medical Systems;11242
Institut Dr. Foerster GmbH & Co. KG;11477
Institute for Defense Analyses / Center for Computing Sciences;11791
Insyde Software Corp.;2847
INTECH ELECTRONICS CORP.;9560
Integral Memory Plc.;9917
Integrated Device Technology;1062
Integrated Digital Technologies, Inc. (IDTI);7140
Integrity Applications Ltd.;10843
Intel Corporation;32902
Intellectual Property Group SA;10320
Intellectual Ventures Laboratory;12036
Intelligent Automation (Zhuhai) Co., Ltd;11795
INTELLIGENT ENERGY, LTD.;9755
Intersil Corporation;2474
Intertek NSTL;2685
IntriCon;11006
Intuity Medical;9058
Inuitive;10585
INUVIO;9627
INVECAS INC.;11272
INVENCO GROUP LIMITED;11591
Inventec Corporation;1335
Inventure, Inc.;7688
Invision Biometrics Ltd.;9234
InVue Security Products;11168
InX8 Inc dba AKiTiO;11493
inXtron, Inc.;3524
IOGEAR, Inc.;3495
IOI Technology Corporation;3873
Ionics EMS Inc.;7180
IoTrust Co., Ltd.;12104
iOWA AB;9135
IP LABS Inc.;9862
IPD CO., LTD;11531
iProtoXi Oy;10490
IRIDIUM SATELLITE LLC;7901
IRIS ID;8837
Irisguard UK Ltd;6470
IRISO ELECTRONICS CO., LTD;11831
IriTech, Inc.;8035
IRM Touch Inc.;9161
iRobot Corporation;10150
Ironkey Inc.;6483
Irvine Sensors Corporation;9353
ISAW Camera Inc;11291
ISBC Ltd.;11492
ISDG;2309
ise GmbH;10759
ISKN;11399
iSoft Silicon, Inc.;8244
ISP Solution Co., Ltd.;12030
iST ‐ Integrated Service Technology Inc.11157
iStorage Limited;11675
iSYSTEM Labs;1785
ITE Tech. Inc.;1165
ITECH Electronic Co., Ltd.;11975
ITES Co., Ltd.;11184
ITEST;11768
ITHAKi;11519
ITM Inc.;5859
ITOS Inc.;11469
Itron;11512
Ivanhoe (DE), Inc.;10913
iWall A/S;9295
IXI Technology;12311
IXIMega Pte. Ltd.;12444
Ixtra Tech Inc;11596
J‐MEX Inc.;10165
J.S.T. Mfg. Co., Ltd.;2366
J&M Corporation;12336
Jadmam Corporation dba: Boytone;11361
Jaguar Land Rover;11031
Japan Aviation Electronics Industry Ltd. (JAE);2702
Japan Cash Machine Co., Ltd.;2475
Japan Display Inc.;12296
Japan Lifeline Co., Ltd.;10670
Japan Midori Co., Ltd.;12361
Japan Tobacco Inc.;12381
JARGY CO. LTD.;9341
Jasco Products Company;4925
JAVAD GNSS, Inc.;6726
JayBird LLC;10186
JBSignal Co.;11033
JCM II, Inc.;7662
JDCS SVAHA TECHNOLOGY CO., LTD;12109
Jefferson Audio Video Systems, Inc.;10472
Jess‐Link International;3519
Jess‐Link Products Co., Ltd. (JPC);1894
JFE Advantech Co., Ltd.;4829
JGR Optics Inc.;10702
Jhen Vei Electronic Co., Ltd.;1903
Ji‐Haw Industrial Co., Ltd;1612
Jia Yang Electronics (Dongguan) Co., Ltd.;11948
Jiafuh Metal & Plastic (ShenZhen) Co., Ltd.;8681
Jian Duan Technology (Shenzhen) Co., Ltd;6885
Jianduan Technology (Shenzhen) Co., Ltd.;12011
Jiang Su Denseting Precision Technology Co., Ltd.11745
Jiangsu BDSTAR Navigation Electronic Co., Ltd.;11898
Jiangsu East Century Network Information Co., Ltd.;12083
Jiangsu GuoGuang Electronic Information Technology Co.,;11674
Jiangsu Jing Lian Electronic Technology Co., Ltd 11630
Jiangsu Lewinsh Electronics Technology Co., Ltd. 12350
Jiangsu Tenwei Electronic Co., Ltd.;12231
Jiangsu Toppower Automotive Electronics Co., Ltd.11000
Jiangsu Yinhe Electronics Co., Ltd.;9938
JIANGXI SHIP ELECTRONICS CO., LTD.;7923
JIB Electronics Technology Co., Ltd.;11321
Jireh Industries Ltd.;11526
JITS TECHNOLOGY CO., LIMITED;11433
Jiuzhou Digital (Hong Kong) Limited;10979
JL Audio, Inc.;11220
JM Concept;10292
JMicron Technology Corp.;5421
JNTC Co., Ltd.;11202
Jo‐Dan International, Inc.;2533
Johnson Component & Equipments Co., Ltd.;6830
Join Tek Corporation Co., Ltd.;11904
Joinsoon Electronics Mfg. Co., Ltd.;1551
Joint Stock Company Research Centre Module;11370
JOLANYEE Technology Co., Ltd.;12043
Jolla Ltd.;10545
JoyLabz LLC;10854
JPC‐MAIN SUPER Inc.;1582
JR Technik Co., Ltd.;11570
JSC TION SMART MICROCLIMATE;11589
JSC Yukon Advanced Optics Worldwide;11590
JSK Co., Ltd.;10747
Juchin Technology (JIANGXI) Co., Ltd;11862
Jumplux Technology Co., Ltd.;11764
Jungo;2521
Jupiter Systems;7680
Just Connector Kunshan Co., Ltd.;10154
JV2R ‐ MacWay;8862
JVC KENWOOD Corporation;8550
JVCKENWOOD Nagaoka Corp.;1553
JVIS USA, LLC;11057
JyeTai Precision Industrial Co., Ltd.;5066
K‐Tronic SRL;11400
K.I. Technology Co. Ltd.;4582
K.K. Rocky;6133
K'NEX Limited Partnership Group;10810
KAB Enterprise Co., Ltd.;12126
Kaba;6361
Kaetat Industrial Co., Ltd.;7287
Kaicap Investments Ltd;12250
KaiJet Technology International Limited, Inc. dba j5create;11749
KAISE CORPORATION;8776
KANAI ELECTRONIC APPLIANCE Co., Ltd.;11065
Kandou Bus SA;12160
Kanex;10772
KangXiang Electronic Co., Ltd.;9051
KAPELSE;10567
Kapsch TrafficCom AB;10425
Karma Automotive;11838
Kashimura Co., Ltd.;12002
Katsuragawa Electric Co., Ltd.;4936
Kawai Musical Instruments Mfg. Co., Ltd.;3924
KBS Industrieelektronik GmbH;11414
KDDI Technology Corporation;10012
Kechenda Plastic Electronic Factory;7556
KeeLog;6574
KeepKey, LLC;11044
KEISOKUKI CENTER CO., LTD.;10524
Kensington;1149
Kent Displays Inc.;10516
Ketron SRL;5499
Key Asic Inc.;10931
Keyprocessor BV;11213
Keysight Technologies Inc.;10893
Keysight Technologies, Inc. ‐ AFM division;3711
Keyssa Systems, Inc.;12238
Keytech Intelligent Technologies Limited;12279
KeyView;10172
KEYW;11255
KeyXentic Inc.;12150
KFI Trading s.r.l.;10102
Kicker;9715
Kin Keung Electrical Mfg. Ltd.;12003
Kinematics GmbH;11261
Kinesis Corporation;10730
King Abdulaziz City for Science and Technology;10776
KING TSUSHIN KOGYO CO., LTD.;10261
Kingsignal Technology Co., Ltd.;11530
Kingsis Corporation;12375
Kingston Technology Company;2385
KinnexA, Inc.;11039
Kintech Co., Ltd.;10596
Kirale Technologies SL;11759
Kistler Instrumente AG;5445
KITRIS AG;10886
KLA‐Tencor;7017
KMC Controls, Inc.;11501
KNC ONE GmbH ‐ Research & Development;10604
Knowles Electronics LLC;3513
KOBIAN CANADA INC.;7731
Kodak Alaris;10700
Koden Electronics Co., Ltd;11681
KONE Industrial Ltd.;10010
Konekt, Inc.;11507
Konftel AB;10459
KONICA MINOLTA TECHNOLOGY CENTER, INC.;1670
Konica Minolta, Inc.;4907
Kontron America, Inc.;10000
Koozyt, Inc.;11553
Kopin Display Corporation;12480
Korea Electric Terminal Co., Ltd.;10718
KORR Medical Technologies;10800
Kortek;10597
KORYO ELECTRONICS CO., LTD.;9611
Kozio, Inc.;8940
Kromek Group Plc.;10842
Kronegger GmbH;11557
KRONIK ELEKTRONIK SANAYI VETICARET LIMITED SIRKETI;7724
Krypton Solutions;10621
KRYPTUS;10180
KT System, Inc.;10804
KT Tech Inc.;8470
Kuang Ying Computer Equipment Co., Ltd.;6394
KUK Electronic AG;10019
Kummler + Matter AG;10887
Kunshan 3e Electronics Co., Ltd.;11702
KUNSHAN DLK Electronics Technology Co., Ltd.;11506
Kunshan Dragon & Dream Electronic Technology Co., Ltd.;12411
Kunshan Guoji Electronics Co., Ltd.;5528
Kunshan Jiahua Electronics Co., Ltd.;8979
Kunshan Xintaili Precision Components Co., Ltd. 11877
Kurt Manufacturing;2139
Kycon Inc.;4301
KYE Systems Corp.;1112
Kyocera Corporation;1154
KYOCERA ELCO Korea Co., Ltd.;9434
KYOEI ENGINEERING Co., Ltd.;11016
L CARD Ltd.;10834
L‐3 Applied Signal & Image Technology;10021
L‐3 Communications Avionics Systems;10831
L&F Corporation;10964
L&T Technology Services;7647
Lab126;6473
Labsphere;10496
LaCie;1439
Lacroix Sofrel;11719
Lafayette Instrument Company;11783
Laird Bochum GmbH;7846
LAIRD TECHNOLOGIES;8099
Lambda Acoustic;11345
Lancer Corporation;12473
Landis+Gyr AG;12044
Lanterra Industrial Co., Ltd.;7184
Lantos Technologies, Inc.;10642
Lantronix;5978
Laser Argentina S.A.;11885
Laser Technology, Inc.;9415
Lattice Semiconductor Corp;10945
Launch Tech Co., Ltd.;12071
Lauterbach GmbH;2199
Lautsprecher Teufel GmbH;11458
LawMate International Co., Ltd.;10909
Lawo AG;11418
Le Shi Zhi Xin Electronic Technology (Tian Jin) Limited;11022
Le Touch (Shenzhen) Electronics Co., Ltd.;11578
Leader Electronics Inc.;12158
Leadingui Co., Ltd.;10315
Leadtrend;11328
Leaf Imaging Ltd.;10254
Leagtech Jiangxi Electronic Co., Ltd.;11424
LEAP Motion;10550
Learning Curve Brands, Inc.;8978
LeCroy Corporation;1535
LEDCO;7714
Leddartech Inc.;10481
LEDGER;11415
LEGIC Identsystems Ltd.;10228
Legrand;7344
LEIA Inc.;11306
Leica Camera AG;6808
LELTEK;11237
Lemobile Information Technology (Beijing) Co., Ltd.;11495
Lencheng Electronics Co., Ltd;11579
Lenjoy Technology Limited 12177
Lenovo;6127
Leoco Corporation;1727
Leopard Imaging Inc.;10763
Lester Electrical;10664
LEVEL Ltd.;10387
Leviton Manufacturing;5148
Levon Limited;5503
Lewitt GmbH;10690
Lexar Media, Inc.;1500
LEXIBOOK LIMITED;10378
Lexmark International Inc. 1085
Lezyne;11049
LG CNS Co., Ltd.;10606
LG Electronics Inc.;4100
LG Innotek Co., Ltd.;7540
Libratel Inc;11991
Libratone A/S;10997
Life Robotics Inc.;11475
LifeScan;10086
Lifesize, Inc.;11111
LifeWatch Technologies Ltd.;11348
LIFODAS;10046
Lightcomm Technology Co., Ltd.;11027
LightFactor;11754
Lightspeed Aviation;10499
Lightware Visual Engineering;10095
Lin Shiung Enterprise Co., Ltd.;2472
Line 6, Inc.;3649
Line Seiki Co., Ltd.;10932
LINE TECH INDUSTRIAL CO., LTD.;4818
Linera;10252
Linkable Technology Co., Ltd.;12416
Linkiss Co., Ltd.;6297
LinkMTech Inc.;11792
Linkup Systems Corporation 2379
LINKUP Technology Inc.;12283
Linkverse S.r.l.;12242
Lintes Technology Co., Ltd.;11037
Linxee (Beijing) Technology LTD.;11534
Lion Semiconductor;11815
Liou Yuane International Ltd.;3619
LIPS Corporation;11762
Listen Technologies Corp.;8728
Lite‐On IT Corp.;3789
Lite‐On Technology Corp.;1226
Liteconn Co., Ltd.;10113
Littelfuse, Inc.;1571
littleBits;11713
LIVV Brand llc;11434
LIWANLI Innovation Co., Ltd;1996
Liyang Sino Cable Electronics Co Ltd;12060
LM Technologies Ltd.;8740
Loctek Ergonomic Technology Corp.;11613
LOEC, INC.;8020
Logic Way GmbH;9924
LOGICDATA Electronics & Software Entwicklungs GmbH;11895
Logitech Europe S.A.;1699
Logitech Inc.;1133
Logos Biosystems, Inc.;11045
LogTag Recorders Ltd.;10746
Loma Systems;12010
Long Range Systems, Inc.;8777
LongSung Technology (Shanghai) Co., Ltd.;11763
Longsys Electronics (HK) Co., Ltd.;8644
Longwell Electronics/Longwell Company;1302
LONTEX PIOTR LONDZIN;10523
Lontium Semiconductor Corporation;12129
Lorom Industrial Co., Ltd.;1846
Lotes Co., Ltd.;4238
Loupedeck Oy;11970
LOVEOX CO., LTD.;11227
LPKF Laser & Electronics AG;4195
LRP electronic GmbH;11395
LS Mtron Ltd.;7217
LTK International Limited;3054
Lubelskie Fabryki Wag FAWAG S.A.;12171
Lucent Medical Systems, Inc.;10555
Lucent Trans Electronics Co., Ltd.;10783
LucidPort Technology, Inc.;5977
LucidSound, Inc.;12050
Lumantek Co., Ltd.;11244
Lumberg Connect GmbH;6779
Lumenera Corporation;5924
Lumenergi Inc.;9961
Lumio Inc.;8238
Lumulabs d.o.o.;11624
Lutron Electronics Inc.;7038
LUXROBO;12254
Luxshare‐ICT;8334
Lynx Studio Technology, Inc.;9343
Lyra Semiconductor Incorporated;11608
Lytro, Inc.;9423
Lyve Minds, Inc.;10631
M W Electronics;12219
M.S.E. GmbH;2084
M3 Electronics, Inc.;5696
M3 Mobile;12341
M31 Technology Corp.;10112
M8TRIX TECH LLC;11535
MA Lighting Technology GmbH;11710
Mabtech Production;12019
Maction Technologies, Inc.;9409
Mad Catz Global Limited;1848
Madboy Audio International Oy;8967
Magenta Research Ltd.;9730
Magic Control Technology Corp.;1809
Magicard Ltd;3103
Magicleap;11349
MagneMotion Inc.;10938
Magnescale Co., Ltd.;11936
Magneti Marelli S.p.A Electr BL;11241
MagStor, Inc.;12278
Magtrol, Inc.;11215
MakerBot Industries;9153
Makita Corporation;11293
Maktar, Inc.;10930
Mamiya‐OP NEQUOS Co., Ltd.;10686
Management Company ATOL Ltd.;10514
Mantra Softech (India) Pvt Ltd;11279
Manutronics Vietnam Joint Stock Company10895
Markus Klotz GmbH;11954
Marquardt Mechatronik GmbH;10494
FFF SMART LIFE CONNECTED CORPORATION;10122
Marshall Amplification PLC;10760
Martin Lehmann GmbH & Co. KG;12355
Marunix Co., Ltd.;2428
Marunix Electron Limited;9132
MARVELL SEMICONDUCTOR, INC.;4742
Masimo Corporation;10502
MASIMO LABORATORIES INC.;8643
Master Hill Electric Wire and Cable Co., Ltd.;4398
Matica Technologies AG;10743
Matrix Design Group, LLC;10565
Matrix Electronics Co., Ltd;12237
Matsumura Engineering Co., Ltd.;11072
Matuschek Messtechnik GmbH;12251
Maui Imaging, Inc.;11865
Maxim Integrated Products;2922
Maxio Technology (Hangzhou) Ltd.;12448
Maxwise Production Enterprise Ltd.;5762
Mayekawa Mfg. Co., Ltd.;10117
Mayo Clinic;8639
MBio Diagnostics;12388
MBit Wireless, Inc.;10255
McCarthy Music Corp.;10970
MCCI Corporation;1038
mce‐systems Ltd.;10382
McIntosh Laboratory, Inc.;11005
MCS Micronic Computer Systeme GmbH;11314
MD ELEKTRONIK GmbH;10744
ME4SURE, Inc.;9833
Meadowlark Optics Incorporated;10402
Measurement Computing Corporation;2523
MEC IMEX INC;2159
Medialogic Corporation;2395
MediaNet M. Hermsen;10588
MediaTek Inc.;3725
Medicatec Inc.;10557
Medicomp, Inc.;7098
Medion AG;4371
MEEM SL Ltd;11264
Meeteasy Technology Limited;10941
MegaChips Corporation;1473
MEGATRON Elektronik AG & Co.;9671
Megavision Focus Sdn Bhd;12223
Megawin Technology Co., Ltd.;3690
Meggitt (Orange County), Inc.;10936
MEGWARE Computer Vertrieb und Service GmbH;11863
Mei Shun He Electronic Limited;11870
MEILU ELECTRONICS (SHENZHEN) CO., LTD.;3425
Meizu Technology Co., Ltd.;10821
MELAG Medizintechnik oHG;9775
MELFAS, INC.;5061
MELTEC Systementwicklung;6782
MEMUP;8903
MEN Mikro Elektronik GmbH;6914
Mentor Graphics;1238
MEP TECH;10469
Mercusys Technologies Co., Limited;11342
MERIDIAN SOFTWARE SYSTEMS LIMITED;10608
Mesa Imaging AG;6866
MESSRING Systembau MSG GmbH;10265
MESTEC Technologies;10655
Meta Company;11514
Metatronics;11461
METER Group, Inc;11854
Metra Electronics Corp.;11042
METROLAB TECHNOLOGY SA;7162
MG Logic Pte Ltd.;2074
MGF Sviesos Konversija, UAB;11436
MIA Corporation;9983
Micran, Research & Production Company11120
MICRO VISION CO., LTD.;4706
Micro‐Star International Co., Ltd.;3504
Micro‐Technica Co., Ltd.;10933
Microcabin Inc.;11086
Microchip Technology Inc.;1240
Microchip‐SMSC;1060
Microcom Corporation;10109
MicroGate Systems Ltd.;9752
Micromax Informatics Ltd;10902
Micromax International Corporation;11302
Micron Technology, Inc.;1588
Micronas GmbH;1869
Microscopes International, LLC;11993
Microsemi Corporation (Phoenix);10870
Microsemi Semiconductor (US) Inc.;11270
Microsemi, SOC Products Group;5396
Microsoft Corporation;1118
Microsoft Surface Hub;9317
microsonic co., ltd.;11951
Microtech Laboratory Inc.;10756
Microtek International Inc.;1498
Microwoo Electronic Technology Co., Limited;12475
MIDAS;9888
MIDAS Elektronik GmbH;10233
Mikroelektronika d.o.o;11708
Mikrotikls S/A;11474
Miltope Corp.;8957
Mimaki Engineering Co., Ltd.;2640
Mimetics Inc.;10503
Mimoco;9710
Mind Alive Inc.;11984
MinebeaMitsumi Inc.;9292
miniDSP Ltd.;10066
MintWave Co., Ltd.;11714
Minwa Electronics Co., Ltd.;12185
MIPI Debug;65283
MIRAENANOTECH;10495
Mirion Technologies Inc.;7703
Miselu Inc.;10593
MISUMI Corporation;11661
MITACHI CO., LTD.;9984
Mitsubishi Electric Corporation;1747
Mitsubishi Electric India Private Limited;12277
MITSUBISHI ELECTRIC SYSTEM & SERVICE CO., LTD.;10435
MITSUBISHI HITACHI POWER SYSTEMS ENGINEERING CO., LTD.;11142
Mitsumi;1006
Miura Systems Ltd;11738
MIWA ELECTRIC CO., LTD.;10444
Miyuki Giken Co., Ltd.;11136
Mizco International, Inc.;11405
MJC Techno Co., Ltd.;10919
MKS Instruments;6861
MKS Instruments ‐ Technology for Productivity;8437
MOAI ELECTRONICS CORPORATION;5325
Mobelisk LLC;10911
Mobile Peak Holdings, Ltd.;9122
Mobile Technologies Inc;11840
ENERGEAR Co., Ltd;11846
MobileEco Co., Ltd.;10072
Mobilus Automotive Inc;11354
Modiotek Co., Ltd.;7019
ModusLink Global Solutions, Inc.;8956
Mofiria Corporation;9362
Moixa Technology;10242
Molecular Devices LLC;2496
Molex LLC;1071
Mondokey Limited;10144
Monnit Corp.;9949
Monolithic Power Systems Inc.;11465
Monoprice, Inc.;11814
Monsoon Solutions, Inc.;10937
Monster;4553
mophie, LLC;11216
Morning Star Digital Connector Co., Ltd.;9973
Morning Star Industrial Co., Ltd.;8074
MORSON JAPAN Co., Ltd.;12322
MOS Co., Ltd.;10806
MosArt Semiconductor Corp.;1578
Moschip Semiconductor Technology;38672
MOSER BAER INDIA LIMITED;7881
MOST WELL Technology Corp.;11283
Moswell Co., Ltd.;10380
Motion Control, Inc.;10271
motomobile AG;11392
Motorola Mobility Inc.;8888
Motorola Solutions;3245
MOTORTECH GmbH;12154
motrona GmbH;10016
Movinto Fun AB;9326
Moxa Inc.;4362
Moxtek, Inc;10107
MPC Research Ltd.;10613
MQP Electronics Ltd.;5960
MS Solutions Co., Ltd.;11930
MSHeli Srl;9995
MSI.TOKYO, Inc.;11527
MSL Enterprises Corp.;3751
MStar Semiconductor, Inc.;6944
MSY Inc.;9930
MTHL PTY LTD;12374
Much‐In International Inc.;9616
Muhanbit;11943
Multiclet Corp.;10833
Multimedia Link, Inc.;9838
MultiSoft Systems Ltd.;10764
Mundo Reader SL;10823
Murakami Color Research Laboratory;11249
Murata Manufacturing Co., Ltd.;2997
Musical Electronics Ltd.;2894
MUTEC GmbH;10658
Mysher Technology Co., Ltd.;11866
mySkin, Inc.;10872
N‐Trig;7062
N.A.T. GmbH;8273
N2 Imaging Systems;10049
Nabtesco Corporation;11218
NAGANO KEIKI CO., LTD.;11442
NAGATA ELECTRIC CO., LTD.;10124
Nagravision SA;11605
Naim Audio Limited;10138
NALTEC, Inc.;3351
Namirial SPA;12073
Namsung Corporation;10748
Nanaboshi Electric Mfg. Co., Ltd.;11834
Nanchang BYD Electronics Co., Ltd.;12270
Nanchang Haozhun Electronics Co., Ltd.;11515
Nanjing Fujitsu Electronics Information Technology Co., Ltd;10633
Nanjing Magewell Electronics Co., Ltd.;10549
Nanjing Magon Opto‐Electrical Science & Technology Co.8960
Nano TouchSystems co., Ltd.;11372
Nanoport Technology, Inc.;11480
Nanotec Electronic GmbH & Co. KG;10543
NanoTS Co., Ltd.;11135
NAS Technologies Corp.;8449
NASA / Johnson Space Center / EV2;7719
Nash Industries (I) Pvt Ltd;12232
National Instruments;14627
National Technical Systems;1954
Nationz Technologies Inc.;6645
Natus Medical Incorproated;10210
navAero AB;10773
Navajo Incorporated;12289
NAVIgard;10386
Navigil Ltd.;10411
NCP Engineering;2016
NCR Corporation;1028
NCS Pearson, Inc.;6900
NEC Corporation;1033
Nektar Technology, Inc.;9319
Nekteck, Inc.;11928
NELS, Ltd.;9312
Neltron Industrial Co., Ltd.;3677
Neomitic Technologies S.A. de C.V.;9655
Neonode Technologies AB;5430
Neostar Technology Co., Ltd.;3642
Neratec Solutions AG;11056
Net And Print Inc.;11381
Net Vision Co., Ltd.;12195
Netac Technology Co., Ltd.;3544
NetBurner, Inc.;11873
NetComm Ltd.;8718
NetAlly;11307
Netstor Technology Co., Ltd.;11965
NETTALK.COM INC.;8768
NetUP Inc.;11627
NEURODIGITAL TECHNOLOGIES, S.L.;12006
NeuroHabilitation Corporation;11995
Neuromonics Inc.;9725
Neuron;2052
NeuroSky, Inc.;10740
Neusoft Corporation;11356
New Focus Lighting & Power Technology (Shanghai) Co., Ltd.;12368
New Imaging Technologies;11931
New Matter;11125
New Sensor Corporation dba Electro‐Harmonix;12426
New World Technologies Inc.;11178
NewAE Technology Inc.;11070
Newer Technology, Inc.;1738
Newly Corporation;4134
Newnex Technology Corp.;1271
NewSoc Tech Limited;10077
Newtec Cy;10206
Nexell Co., Ltd.;9077
NEXO S.A.;11074
NEXT Biometrics;10637
Next Thing Co.;11774
Next! s.c. Slawomir Piela, Bartlomiej Dryja 10980
Nextbit Systems, Inc.;11327
nextEDGE Technology, K.K.;9026
NextVPU (Shanghai) Co., Ltd.;12303
NF Corporation;3402
NFUZD Technology Inc;11038
NGK SPARK PLUG CO., LTD.;11476
NIAN YEONG ENTERPRISE CO., LTD.;8172
Nien‐Yi Industrial Corp.;3896
NIHON DENON CO., LTD.;10639
Nihon Mechatronics Co., Ltd.;11203
Nikola Engineering Inc.;9119
Nikon Corporation;1200
Ningbo Alline Electronic Technology Co., Ltd.;12365
Ningbo Broad Telecommunication Co., Ltd.;6449
Ningbo Deli Kebei Technology Co., Ltd.;12302
NINGBO HENTEK DRAGON ELECTRONICS CO., LTD.;7432
Ningbo Hua Gao Mdt InfoTech Ltd.;12402
Ningbo Jiatang Electronic Co., Ltd.;9607
Ningbo Kangda Electronic Co., Ltd.;11938
Ningbo Litesun Electronics Co., Ltd.;12297
Ningbo Mainning Electronics Co., Ltd.;12248
Ningbo Prime Electronic Co., Ltd.;11976
Ningbo Rixing Electronics Co., Ltd.;11064
NINGBO SHUNSHENG COMMUNICATION APPARATUS CO., LTD.;7557
Ningbo Yinzhou Shengke Electronics Co., Ltd.11410
Nippon Techno Lab., Inc.;11996
NISCA Corporation;2498
NISSIN ELECTRIC Corporation;11646
NITA, LLC;10076
Nitero, Inc.;10602
NITTA Corporation;11601
Nix Sensor Ltd.;10998
Nod Inc.;11421
Noiseless Security A/S;10975
Nokia Corporation;1057
Nokia Siemens Networks;9517
Nokia Technologies;11365
Non‐Standard, TSG;1874
NONIN MEDICAL INC.;7229
NooElec Inc.;10795
Norav Medical;12170
Nordic Semiconductor ASA;6421
Norel Systems Ltd.;9527
Norsonic AS;8912
NorthStar Battery Company, LLC;11800
Northstar Systems Corp.;1259
NOVA Sensors;8063
Novasina AG;10100
NovaTech, LLC;10987
Novatek Microelectronics Corp.;1539
Novatel Wireless, Inc.;5136
Novel Data Solutions (Suzhou) Corporation;9883
Noveltek Semiconductor Corp.;11132
Novexx Solutions GmbH;11262
Noviga;10691
Novitec Co., Ltd.;11008
Now Technologies;11797
NowComputing, LLC;10896
NP System Development Co., Ltd.;11897
NPP ELIKS America Inc. DBA T&M Atlantic;9794
NTLab;10752
NTT R&D Laboratories;10803
Nuand, LLC;11504
Nuconn Technology Corp.;6537
Nujira Ltd.;9657
NUMATA Corporation;10442
Numato Systems Pvt. Ltd.;10777
Nuovations;8803
Nureva Inc.;11572
Nuribom;8704
NURVV LIMITED;12306
Nuvoton Technology Corp.;1046
nVideon, Inc.;10357
NVIDIA;2389
NVS Technologies AG;11058
NXP Semiconductors;8137
NXT Plc;9204
NYKO Technologies, Inc.;4683
O‐JIN Corporation;12264
O‐Network Engineering AB;9734
O2Micro, Inc.;2967
Objective Solutions Sweden AB;10404
Oblong Industries;12090
OBSIDIAN RESEARCH CORPORATION;10583
Obsidian Technology;10782
OCC (Zhuhai) Electronic Co., Ltd.;11192
Occam Robotics;10334
Occipital, Inc.;10106
Ocean Optics, Inc.;2457
Ocean Tek Enterprise Co., Ltd.;11907
Octekconn Incorporation;6895
Oculus VR LLC;10291
Odeon, Inc. dba Schiit Audio;12478
Odin TeleSystems Inc.;9790
OEM Systems Co., Ltd.;11722
Office Depot, Inc.;6488
Ogi Systems Ltd. by A.A. Lab Systems;10650
Ohio Semitronics, Inc.;10651
OHM ELECTRONIC INC.;11832
OHMORI ELECTRIC INDUSTRIES CO., LTD.;8451
OWEN JOHN INDUSTRIES LTD.;10754
Oki Data Corporation;1724
Oki Electric Industry Co., Ltd.;1802
OLEDCOMM;12211
Oley Company Limited;11622
Olive Global Holding Pvt. Ltd.;8948
Olivetti S.p.A;2876
Olorin AB;10908
Oltrade LLC;11046
OLYMPUS CORPORATION;1972
Omega Elektronik Sanayi ve Ticaret A.S.9915
Omega Engineering;10866
Omega Well Monitoring;3187
OMICRON electronics GmbH;5485
Omnicharge Inc.;12132
